Feature,Importance,window_size
FIRE_Acres_Burned,0.05199206,11
PRECIP,0.03302133,2
WIND_EventCount,-0.0019534826,6
WIND_AvgMPH,-0.05774021,6
WIND_RunMiles,-0.07124388,2
AQI_PM25,0.0119075775,11
AQI_PM10,-0.055590987,2
EARTHQUAKE_Total,0.008196831,2
PESTICIDE_Total,-0.020452142,11
RODENTICIDE_Total,0.022191763,1
Avg_Monthly_DSCI,-0.6778691,2
