Feature,Importance,window_size
FIRE_Acres_Burned,0.07185805,12
PRECIP,0.0039594173,12
WIND_EventCount,0.0022135973,12
WIND_AvgMPH,0.20235479,9
WIND_RunMiles,-0.0030361414,12
AQI_PM25,-0.012524486,1
AQI_PM10,-0.16680467,10
EARTHQUAKE_Total,0.018355012,10
PESTICIDE_Total,-0.010263205,11
RODENTICIDE_Total,-0.044469357,7
Avg_Monthly_DSCI,-0.2661177,3
