Feature,Importance,window_size
FIRE_Acres_Burned,0.062738895,12
PRECIP,0.06627548,11
WIND_EventCount,-0.0013061762,10
WIND_AvgMPH,0.0027735233,12
WIND_RunMiles,-0.093376875,4
AQI_PM25,-0.07263839,4
AQI_PM10,-0.18117535,9
EARTHQUAKE_Total,0.024148464,7
PESTICIDE_Total,-0.15656328,11
RODENTICIDE_Total,-0.08510637,9
Avg_Monthly_DSCI,-0.09211707,3
