Feature,Importance,window_size
FIRE_Acres_Burned,0.056776404,12
PRECIP,0.039136708,11
WIND_EventCount,0.00315696,5
WIND_AvgMPH,0.07372898,6
WIND_RunMiles,0.021151066,4
AQI_PM25,0.01740396,7
AQI_PM10,0.04068196,5
EARTHQUAKE_Total,0.0036777258,1
PESTICIDE_Total,0.128438,6
RODENTICIDE_Total,-0.00030082464,1
Avg_Monthly_DSCI,2.537513,9
