Feature,Importance,window_size
PRECIP,-0.0004066378,1
WIND_EventCount,0.076136276,5
WIND_AvgMPH,0.15502812,11
WIND_RunMiles,-0.00615412,1
AQI_PM25,0.003983125,2
AQI_PM10,0.00036393106,1
EARTHQUAKE_Total,0.0010432899,1
YJ_PESTICIDE_Total,0.049650624,5
log1p_RODENTICIDE_Total,-0.0055281073,2
Avg_Monthly_DSCI,0.026722372,11
