feature,window_size,rmse
FIRE_Acres_Burned,1,7.3227067
FIRE_Acres_Burned,2,7.413329
FIRE_Acres_Burned,3,7.579457
FIRE_Acres_Burned,4,8.079942
FIRE_Acres_Burned,5,7.9329324
FIRE_Acres_Burned,6,7.922815
FIRE_Acres_Burned,7,8.146745
FIRE_Acres_Burned,8,8.229031
FIRE_Acres_Burned,9,8.442346
FIRE_Acres_Burned,10,8.503893
FIRE_Acres_Burned,11,8.087481
FIRE_Acres_Burned,12,8.598041
PRECIP,1,7.486143
PRECIP,2,7.692759
PRECIP,3,7.521464
PRECIP,4,8.1417885
PRECIP,5,8.849542
PRECIP,6,6.5273256
PRECIP,7,5.1821404
PRECIP,8,5.149543
PRECIP,9,5.8487716
PRECIP,10,5.012529
PRECIP,11,5.044812
PRECIP,12,5.002784
WIND_EventCount,1,7.388087
WIND_EventCount,2,8.0367775
WIND_EventCount,3,9.104679
WIND_EventCount,4,9.970757
WIND_EventCount,5,10.171255
WIND_EventCount,6,11.326881
WIND_EventCount,7,11.697499
WIND_EventCount,8,10.805889
WIND_EventCount,9,12.021324
WIND_EventCount,10,11.534141
WIND_EventCount,11,12.392948
WIND_EventCount,12,13.620365
WIND_AvgMPH,1,9.638332
WIND_AvgMPH,2,9.230696
WIND_AvgMPH,3,10.527123
WIND_AvgMPH,4,14.999174
WIND_AvgMPH,5,15.3174715
WIND_AvgMPH,6,12.369601
WIND_AvgMPH,7,15.545021
WIND_AvgMPH,8,12.561462
WIND_AvgMPH,9,15.519222
WIND_AvgMPH,10,12.711493
WIND_AvgMPH,11,13.394816
WIND_AvgMPH,12,12.707448
WIND_RunMiles,1,9.798697
WIND_RunMiles,2,9.510497
WIND_RunMiles,3,11.542695
WIND_RunMiles,4,16.501995
WIND_RunMiles,5,13.823787
WIND_RunMiles,6,12.290643
WIND_RunMiles,7,15.8633175
WIND_RunMiles,8,13.0953245
WIND_RunMiles,9,17.207378
WIND_RunMiles,10,11.311486
WIND_RunMiles,11,11.468017
WIND_RunMiles,12,8.994606
AQI_PM25,1,7.5737195
AQI_PM25,2,7.3589387
AQI_PM25,3,7.8789682
AQI_PM25,4,9.078035
AQI_PM25,5,21.76013
AQI_PM25,6,16.838017
AQI_PM25,7,26.710573
AQI_PM25,8,21.460943
AQI_PM25,9,15.34078
AQI_PM25,10,13.509269
AQI_PM25,11,14.251087
AQI_PM25,12,12.22072
AQI_PM10,1,5.2722588
AQI_PM10,2,4.637922
AQI_PM10,3,5.358334
AQI_PM10,4,9.596969
AQI_PM10,5,6.739771
AQI_PM10,6,12.37225
AQI_PM10,7,12.242917
AQI_PM10,8,13.225507
AQI_PM10,9,19.778189
AQI_PM10,10,33.992233
AQI_PM10,11,31.856646
AQI_PM10,12,29.392239
EARTHQUAKE_Total,1,7.3419404
EARTHQUAKE_Total,2,7.613285
EARTHQUAKE_Total,3,7.5696774
EARTHQUAKE_Total,4,8.648475
EARTHQUAKE_Total,5,8.889944
EARTHQUAKE_Total,6,9.3596945
EARTHQUAKE_Total,7,10.4101925
EARTHQUAKE_Total,8,10.508432
EARTHQUAKE_Total,9,9.904654
EARTHQUAKE_Total,10,9.40777
EARTHQUAKE_Total,11,9.59957
EARTHQUAKE_Total,12,9.047658
PESTICIDE_Total,1,7.068577
PESTICIDE_Total,2,7.7946258
PESTICIDE_Total,3,13.793776
PESTICIDE_Total,4,17.273216
PESTICIDE_Total,5,18.526352
PESTICIDE_Total,6,14.409279
PESTICIDE_Total,7,13.909773
PESTICIDE_Total,8,15.653659
PESTICIDE_Total,9,32.00557
PESTICIDE_Total,10,25.822124
PESTICIDE_Total,11,16.457958
PESTICIDE_Total,12,18.812382
POUNDS_PRODUCT_APPLIED,1,7.1196833
POUNDS_PRODUCT_APPLIED,2,8.635242
POUNDS_PRODUCT_APPLIED,3,7.7278867
POUNDS_PRODUCT_APPLIED,4,9.576283
POUNDS_PRODUCT_APPLIED,5,11.952449
POUNDS_PRODUCT_APPLIED,6,12.063509
POUNDS_PRODUCT_APPLIED,7,7.2310753
POUNDS_PRODUCT_APPLIED,8,8.976817
POUNDS_PRODUCT_APPLIED,9,11.395191
POUNDS_PRODUCT_APPLIED,10,15.68607
POUNDS_PRODUCT_APPLIED,11,15.91357
POUNDS_PRODUCT_APPLIED,12,9.731214
Avg_Monthly_DSCI,1,3.9541798
Avg_Monthly_DSCI,2,4.008076
Avg_Monthly_DSCI,3,3.9995928
Avg_Monthly_DSCI,4,4.478655
Avg_Monthly_DSCI,5,4.748182
Avg_Monthly_DSCI,6,5.710322
Avg_Monthly_DSCI,7,5.0225844
Avg_Monthly_DSCI,8,6.809306
Avg_Monthly_DSCI,9,6.9167347
Avg_Monthly_DSCI,10,5.654921
Avg_Monthly_DSCI,11,4.581522
Avg_Monthly_DSCI,12,6.640748
