Feature,Importance,window_size
FIRE_Acres_Burned,0.0,1
PRECIP,0.25468636,12
WIND_EventCount,0.53742886,1
WIND_AvgMPH,-0.046476364,2
WIND_RunMiles,0.66665554,12
AQI_PM25,-0.06538534,2
AQI_PM10,0.29156303,2
EARTHQUAKE_Total,0.05925846,1
PESTICIDE_Total,0.041639328,1
POUNDS_PRODUCT_APPLIED,-0.031241417,1
Avg_Monthly_DSCI,0.57364655,1
