Feature,Importance,window_size
FIRE_Acres_Burned,0.019140005,12
PRECIP,0.028332472,11
WIND_EventCount,0.010073423,5
WIND_AvgMPH,0.04493761,6
WIND_RunMiles,0.010298729,4
AQI_PM25,0.00088727474,7
AQI_PM10,0.01892984,5
EARTHQUAKE_Total,0.0011868477,1
PESTICIDE_Total,0.032265425,6
RODENTICIDE_Total,-0.010096073,1
Avg_Monthly_DSCI,0.16240871,9
