Feature,Importance,window_size
FIRE_Acres_Burned,-0.02705717,2
PRECIP,-0.00090765953,1
WIND_EventCount,-0.010601759,3
WIND_AvgMPH,-0.038025618,11
WIND_RunMiles,-0.20615602,6
AQI_PM25,-0.13652658,3
AQI_PM10,-0.2967577,3
EARTHQUAKE_Total,-0.0024621487,2
PESTICIDE_Total,-0.0018708706,1
RODENTICIDE_Total,-0.05336356,2
Avg_Monthly_DSCI,0.037900925,12
