feature,window_size,rmse
AQI_PM10,2,4.609397
AQI_PM25,1,7.4150085
Avg_Monthly_DSCI,2,3.9662685
EARTHQUAKE_Total,1,7.4365296
FIRE_Acres_Burned,1,7.372636
PESTICIDE_Total,1,7.0269375
POUNDS_PRODUCT_APPLIED,8,6.472514
PRECIP,11,4.5888076
WIND_AvgMPH,1,9.358551
WIND_EventCount,1,7.6553254
WIND_RunMiles,2,9.293113
