Feature,Importance,window_size
FIRE_Acres_Burned,0.0,1
PRECIP,-0.10577631,11
WIND_EventCount,-0.021690369,1
WIND_AvgMPH,0.120815754,1
WIND_RunMiles,0.17022657,2
AQI_PM25,0.08608818,1
AQI_PM10,0.20334911,2
EARTHQUAKE_Total,-0.00196743,1
PESTICIDE_Total,0.0031380653,1
POUNDS_PRODUCT_APPLIED,-0.13967133,8
Avg_Monthly_DSCI,-0.22579002,2
