feature,window_size,rmse
FIRE_Acres_Burned,1,7.372636
FIRE_Acres_Burned,2,7.450625
FIRE_Acres_Burned,3,7.5969954
FIRE_Acres_Burned,4,7.6662536
FIRE_Acres_Burned,5,7.805453
FIRE_Acres_Burned,6,7.947846
FIRE_Acres_Burned,7,8.058875
FIRE_Acres_Burned,8,8.306201
FIRE_Acres_Burned,9,8.630024
FIRE_Acres_Burned,10,8.498005
FIRE_Acres_Burned,11,8.440437
FIRE_Acres_Burned,12,8.562846
PRECIP,1,7.73273
PRECIP,2,7.808827
PRECIP,3,7.98182
PRECIP,4,8.376396
PRECIP,5,9.642234
PRECIP,6,6.726475
PRECIP,7,6.8035874
PRECIP,8,6.1845207
PRECIP,9,5.7762647
PRECIP,10,5.691293
PRECIP,11,4.5888076
PRECIP,12,5.5292287
WIND_EventCount,1,7.6553254
WIND_EventCount,2,8.271364
WIND_EventCount,3,9.08321
WIND_EventCount,4,9.722581
WIND_EventCount,5,10.337754
WIND_EventCount,6,11.859636
WIND_EventCount,7,12.046567
WIND_EventCount,8,11.386035
WIND_EventCount,9,11.756818
WIND_EventCount,10,12.009965
WIND_EventCount,11,13.321895
WIND_EventCount,12,14.362392
WIND_AvgMPH,1,9.358551
WIND_AvgMPH,2,9.609922
WIND_AvgMPH,3,13.3705015
WIND_AvgMPH,4,12.358996
WIND_AvgMPH,5,11.574046
WIND_AvgMPH,6,13.678388
WIND_AvgMPH,7,15.00198
WIND_AvgMPH,8,14.730985
WIND_AvgMPH,9,15.011369
WIND_AvgMPH,10,13.834326
WIND_AvgMPH,11,12.8614435
WIND_AvgMPH,12,13.66467
WIND_RunMiles,1,9.749076
WIND_RunMiles,2,9.293113
WIND_RunMiles,3,13.1656685
WIND_RunMiles,4,12.82114
WIND_RunMiles,5,14.729674
WIND_RunMiles,6,12.010519
WIND_RunMiles,7,17.691067
WIND_RunMiles,8,15.071798
WIND_RunMiles,9,12.478484
WIND_RunMiles,10,10.710927
WIND_RunMiles,11,10.983176
WIND_RunMiles,12,13.579165
AQI_PM25,1,7.4150085
AQI_PM25,2,7.6918163
AQI_PM25,3,8.182634
AQI_PM25,4,11.531491
AQI_PM25,5,18.920391
AQI_PM25,6,12.454353
AQI_PM25,7,32.009888
AQI_PM25,8,21.294088
AQI_PM25,9,13.709688
AQI_PM25,10,13.3251915
AQI_PM25,11,14.630292
AQI_PM25,12,16.10951
AQI_PM10,1,5.210416
AQI_PM10,2,4.609397
AQI_PM10,3,8.428379
AQI_PM10,4,7.633422
AQI_PM10,5,11.028832
AQI_PM10,6,16.137354
AQI_PM10,7,12.78254
AQI_PM10,8,12.166298
AQI_PM10,9,27.867022
AQI_PM10,10,36.543476
AQI_PM10,11,28.329632
AQI_PM10,12,23.188086
EARTHQUAKE_Total,1,7.4365296
EARTHQUAKE_Total,2,7.565439
EARTHQUAKE_Total,3,7.7400002
EARTHQUAKE_Total,4,8.357327
EARTHQUAKE_Total,5,8.980954
EARTHQUAKE_Total,6,9.903641
EARTHQUAKE_Total,7,9.107237
EARTHQUAKE_Total,8,13.144875
EARTHQUAKE_Total,9,10.902091
EARTHQUAKE_Total,10,15.798709
EARTHQUAKE_Total,11,9.480822
EARTHQUAKE_Total,12,9.7755995
PESTICIDE_Total,1,7.0269375
PESTICIDE_Total,2,8.493515
PESTICIDE_Total,3,11.431869
PESTICIDE_Total,4,14.1585045
PESTICIDE_Total,5,16.026228
PESTICIDE_Total,6,12.53331
PESTICIDE_Total,7,15.445613
PESTICIDE_Total,8,16.663364
PESTICIDE_Total,9,30.52883
PESTICIDE_Total,10,27.851976
PESTICIDE_Total,11,24.52586
PESTICIDE_Total,12,21.057673
POUNDS_PRODUCT_APPLIED,1,7.581597
POUNDS_PRODUCT_APPLIED,2,8.419891
POUNDS_PRODUCT_APPLIED,3,11.269132
POUNDS_PRODUCT_APPLIED,4,8.258974
POUNDS_PRODUCT_APPLIED,5,8.870801
POUNDS_PRODUCT_APPLIED,6,9.441213
POUNDS_PRODUCT_APPLIED,7,11.693599
POUNDS_PRODUCT_APPLIED,8,6.472514
POUNDS_PRODUCT_APPLIED,9,13.439124
POUNDS_PRODUCT_APPLIED,10,10.003933
POUNDS_PRODUCT_APPLIED,11,15.211462
POUNDS_PRODUCT_APPLIED,12,14.917445
Avg_Monthly_DSCI,1,4.01136
Avg_Monthly_DSCI,2,3.9662685
Avg_Monthly_DSCI,3,3.9887881
Avg_Monthly_DSCI,4,4.010911
Avg_Monthly_DSCI,5,7.0719943
Avg_Monthly_DSCI,6,4.514339
Avg_Monthly_DSCI,7,4.9293394
Avg_Monthly_DSCI,8,5.691604
Avg_Monthly_DSCI,9,4.6607313
Avg_Monthly_DSCI,10,6.280339
Avg_Monthly_DSCI,11,4.4140863
Avg_Monthly_DSCI,12,4.735233
